chrom	window_start	window_end	cMperMb	n_EUR	mean_2pq_EUR	n_AFR	mean_2pq_AFR	n_EAS	mean_2pq_EAS	n_SAS	mean_2pq_SAS	n_AMR	mean_2pq_AMR
chr2	10000000	11000000	2.4244	9173	0.13336	15798	0.09259	8343	0.13620	9645	0.12670	12103	0.10392
chr2	11000000	12000000	2.3536	7789	0.10900	13540	0.08221	6353	0.11036	8316	0.09176	10224	0.08091
chr2	12000000	13000000	1.7557	6719	0.12884	12628	0.08268	6172	0.11749	7358	0.11513	9019	0.09934
chr2	13000000	14000000	1.2872	8187	0.09661	14113	0.09654	6740	0.15416	8134	0.11526	10412	0.09529
chr2	14000000	15000000	1.2657	7391	0.10939	13561	0.08484	6340	0.12461	7604	0.11064	9695	0.08938
chr2	15000000	16000000	1.7205	7604	0.12121	13200	0.09070	7012	0.12862	8548	0.12283	9845	0.10309
chr2	16000000	17000000	1.6348	7325	0.10148	13349	0.08579	6474	0.10415	8008	0.10698	10029	0.08874
chr2	17000000	18000000	1.4909	6676	0.10954	11321	0.07831	5758	0.07470	7159	0.10342	8970	0.08543
chr2	18000000	19000000	1.0125	7558	0.10853	13199	0.09191	6630	0.12073	7951	0.11510	9954	0.09554
chr2	19000000	20000000	1.3848	7050	0.12407	12640	0.08943	6656	0.11986	7607	0.12807	9057	0.10589
chr2	20000000	21000000	1.1985	7432	0.11180	13356	0.08212	6635	0.10391	8391	0.09782	9509	0.08924
chr2	21000000	22000000	1.1955	6743	0.07838	12296	0.07367	5498	0.07661	7512	0.06470	8261	0.06616
chr2	22000000	23000000	0.9806	7167	0.08101	12671	0.07542	5445	0.08435	7411	0.07696	8839	0.07310
chr2	23000000	24000000	0.8986	7178	0.11532	12555	0.07451	6249	0.10498	7846	0.10448	8665	0.09119
chr2	24000000	25000000	0.7911	6205	0.09899	10763	0.06162	5508	0.09052	6603	0.09481	7236	0.07129
chr2	25000000	26000000	0.6773	6144	0.09064	10718	0.06230	5178	0.08578	6612	0.08775	7230	0.07901
chr2	26000000	27000000	0.5966	6563	0.09705	12108	0.07350	5198	0.09249	7455	0.08960	8494	0.07975
chr2	27000000	28000000	0.7903	5464	0.07522	9762	0.06465	4336	0.07646	5635	0.07544	7047	0.06651
chr2	28000000	29000000	0.9322	6665	0.11116	12203	0.07975	5561	0.10289	7011	0.10658	8560	0.08850
chr2	29000000	30000000	1.4782	7657	0.11815	14434	0.08569	6853	0.11371	8128	0.10971	10495	0.08858
chr2	30000000	31000000	1.4375	7456	0.11188	13947	0.07656	6689	0.12512	7929	0.11396	10007	0.08960
chr2	31000000	32000000	1.1767	7176	0.10066	12744	0.07271	6409	0.09363	7972	0.09217	8874	0.08119
chr2	32000000	33000000	1.1448	7101	0.08687	12111	0.05962	5722	0.08898	7411	0.08135	8890	0.06935
chr2	33000000	34000000	1.1282	9874	0.11849	17055	0.08491	8111	0.12412	9902	0.11806	11794	0.09922
chr2	34000000	35000000	1.2521	9227	0.10832	15776	0.08551	7656	0.11746	9826	0.11066	11527	0.09125
chr2	35000000	36000000	1.1377	9218	0.14215	15402	0.10467	8017	0.13591	9601	0.13259	11243	0.12284
chr2	36000000	37000000	1.2365	8312	0.10881	15068	0.08514	7083	0.11864	9143	0.10743	10877	0.09021
chr2	37000000	38000000	1.2061	8071	0.12076	14629	0.08733	6997	0.11645	9438	0.10782	10779	0.09614
chr2	38000000	39000000	0.8871	8088	0.09529	15070	0.08391	7640	0.08588	8864	0.09062	10745	0.07671
chr2	39000000	40000000	0.7377	6729	0.08082	13562	0.07706	6458	0.08292	7867	0.07835	9748	0.06642
chr2	40000000	41000000	0.8259	7910	0.11449	14675	0.08471	7073	0.14076	9020	0.10674	10628	0.10247
chr2	41000000	42000000	1.0183	8386	0.15033	16403	0.09530	7994	0.12266	9422	0.13553	11952	0.10695
chr2	42000000	43000000	1.0808	7503	0.13032	14280	0.07855	6969	0.12776	8278	0.10954	10307	0.08870
chr2	43000000	44000000	1.0402	8192	0.10922	15085	0.08368	6806	0.07675	8721	0.10854	10777	0.08502
chr2	44000000	45000000	1.4628	7702	0.11409	14277	0.07778	6617	0.11092	8095	0.10869	10004	0.09080
chr2	45000000	46000000	1.6616	8094	0.11616	14382	0.08004	7288	0.12708	8965	0.11166	10331	0.09812
chr2	46000000	47000000	1.8617	7997	0.12328	14384	0.07984	7333	0.11076	8768	0.11023	10094	0.09670
chr2	47000000	48000000	1.3692	7933	0.10024	15048	0.06809	6973	0.08994	9365	0.08081	10715	0.07401
chr2	48000000	49000000	0.9530	7460	0.11275	13835	0.06566	5971	0.10747	8256	0.09513	9301	0.08496
chr2	49000000	50000000	0.7119	8025	0.11928	14426	0.08068	6665	0.14208	8803	0.11299	9940	0.10252
chr2	50000000	51000000	0.6218	7446	0.12117	13649	0.07809	6305	0.14378	7681	0.11899	9287	0.10366
chr2	51000000	52000000	0.6422	7868	0.11580	15692	0.07431	7320	0.13340	9290	0.10455	11203	0.08822
chr2	52000000	53000000	0.7380	8121	0.14231	15594	0.09382	7941	0.13846	10389	0.11841	11633	0.10685
chr2	53000000	54000000	0.7131	7999	0.11794	15182	0.08005	7250	0.13162	9356	0.10617	10953	0.08840
chr2	54000000	55000000	0.6620	7362	0.11745	13680	0.07699	6495	0.12028	8487	0.10607	9812	0.09043
chr2	55000000	56000000	0.5735	7970	0.10081	12676	0.08091	6558	0.10719	8568	0.11288	8998	0.08995
chr2	56000000	57000000	0.5230	8633	0.10341	15569	0.08482	7023	0.12862	8935	0.10417	10760	0.09347
chr2	57000000	58000000	0.5358	8173	0.13241	14663	0.07888	7454	0.14133	9202	0.11632	9995	0.11312
chr2	58000000	59000000	0.5722	6215	0.08703	11321	0.06221	5646	0.09530	6838	0.08152	7698	0.07148
chr2	59000000	60000000	0.8580	6831	0.11376	12932	0.07439	6243	0.12033	7866	0.09764	8978	0.08728
chr2	60000000	61000000	0.7905	6234	0.10746	12162	0.06734	5919	0.08416	7531	0.07904	8535	0.07836
chr2	61000000	62000000	0.7568	6322	0.10630	11800	0.07093	5729	0.09730	7244	0.08462	8165	0.08197
chr2	62000000	63000000	0.3995	5850	0.09796	10886	0.06263	5367	0.09815	6899	0.08180	7700	0.07895
chr2	63000000	64000000	0.8522	5378	0.10056	9077	0.04501	4492	0.06342	6017	0.07534	6426	0.07398
chr2	64000000	65000000	1.1076	6919	0.10603	12110	0.07615	5858	0.09787	7265	0.09768	8743	0.08371
chr2	65000000	66000000	1.6817	7411	0.11100	13168	0.08380	6521	0.12113	7761	0.10533	9356	0.09336
chr2	66000000	67000000	1.5469	6765	0.09988	12726	0.07621	5925	0.11055	7251	0.10240	8710	0.08040
chr2	67000000	68000000	1.4466	7991	0.12802	13546	0.08302	6893	0.12648	8434	0.12038	9469	0.10551
chr2	68000000	69000000	1.0888	7231	0.11561	13152	0.08730	6153	0.12729	7429	0.11424	8782	0.09855
chr2	69000000	70000000	1.0931	6103	0.09924	11800	0.08507	5902	0.13593	6846	0.11046	8449	0.09704
chr2	70000000	71000000	1.1713	7181	0.11894	13479	0.08851	6825	0.13270	7724	0.11639	9375	0.10332
chr2	71000000	72000000	1.1489	7715	0.10099	13813	0.07870	7084	0.11023	8203	0.10514	9739	0.08623
chr2	72000000	73000000	0.9544	4849	0.08241	10422	0.06708	4529	0.03844	5566	0.04593	6993	0.06283
chr2	73000000	74000000	0.8470	6489	0.09454	11695	0.07640	5645	0.10001	6753	0.08832	8466	0.08269
chr2	74000000	75000000	1.0940	5993	0.08369	11713	0.07360	5108	0.10950	6345	0.08759	8390	0.07205
chr2	75000000	76000000	1.1641	7067	0.12420	13737	0.08283	6261	0.13593	7727	0.11629	9594	0.09772
chr2	76000000	77000000	1.2259	9289	0.12300	15950	0.08592	8555	0.13665	9699	0.12509	11518	0.10892
chr2	77000000	78000000	1.0944	8805	0.10587	15147	0.08970	7893	0.12444	9249	0.10866	10829	0.09627
chr2	78000000	79000000	1.2879	7379	0.11032	12594	0.08417	6846	0.10663	7771	0.10653	8549	0.09287
chr2	79000000	80000000	1.1455	7997	0.12732	14152	0.09259	7618	0.14550	8753	0.12629	10264	0.10832
chr2	80000000	81000000	0.9177	6638	0.09901	13406	0.07575	6125	0.11475	7485	0.10374	9624	0.07812
chr2	81000000	82000000	0.4885	7163	0.13188	13105	0.07935	6121	0.13193	8090	0.09978	9351	0.09149
chr2	82000000	83000000	0.3140	6301	0.10497	12686	0.07927	5636	0.07319	7000	0.07797	8910	0.07251
chr2	83000000	84000000	0.4069	6852	0.10028	12403	0.09265	6882	0.10373	8127	0.10073	8972	0.09142
chr2	84000000	85000000	0.8107	5388	0.08625	11496	0.08002	5838	0.05825	6804	0.07005	8073	0.06776
chr2	85000000	86000000	0.7865	6587	0.12464	12541	0.07914	6630	0.10571	7838	0.09955	8819	0.08936
chr2	86000000	87000000	0.9301	6151	0.09908	10781	0.07605	5232	0.09787	6728	0.08516	7678	0.07770
chr2	87000000	88000000	0.7125	7852	0.07154	12754	0.05922	7110	0.06225	8548	0.06958	8881	0.06313
chr2	88000000	89000000	0.6461	6929	0.07412	11455	0.07359	7062	0.07052	8354	0.06628	8060	0.06686
chr2	89000000	90000000	0.3008	8065	0.04278	13598	0.07524	8230	0.04179	9505	0.04351	9500	0.04880
chr2	90000000	91000000	0.0522	4251	0.03676	7352	0.04052	4491	0.03455	4985	0.03208	5155	0.02782
chr2	91000000	92000000	0.0134	6470	0.02786	11227	0.02625	6608	0.02756	7774	0.02363	7652	0.02406
chr2	92000000	93000000	0.0048	14740	0.01333	20453	0.01349	14657	0.01466	17203	0.01153	14128	0.01260
chr2	93000000	94000000	0.0134	9233	0.01360	12437	0.01448	9092	0.01544	10776	0.01192	8830	0.01311
chr2	94000000	95000000	0.0401	7033	0.02825	12645	0.02820	8016	0.02714	8633	0.02420	8180	0.02414
chr2	95000000	96000000	0.1255	4611	0.05090	7736	0.03080	4578	0.05804	5604	0.03846	5121	0.05076
chr2	96000000	97000000	0.1407	4993	0.06098	8660	0.04890	4959	0.07413	6122	0.04369	6121	0.05742
chr2	97000000	98000000	0.3371	4995	0.08743	8286	0.06630	4793	0.09284	5688	0.06292	5316	0.09227
chr2	98000000	99000000	0.3752	6058	0.09662	10602	0.05969	5567	0.08437	7106	0.07468	7472	0.08181
chr2	99000000	100000000	0.7284	5803	0.09667	10367	0.07014	5290	0.09085	6591	0.08180	7338	0.08019
chr2	100000000	101000000	0.7232	7699	0.11872	13357	0.09524	7124	0.13172	8516	0.12337	9961	0.09988
chr2	101000000	102000000	0.9044	6880	0.10628	11850	0.07774	6058	0.12122	7142	0.10162	8476	0.09255
chr2	102000000	103000000	0.6675	6771	0.13181	12138	0.08728	6010	0.14007	7496	0.11787	8616	0.10339
chr2	103000000	104000000	0.8339	6492	0.07922	11506	0.07216	5691	0.06512	7127	0.06769	8453	0.06832
chr2	104000000	105000000	1.1435	7056	0.07372	12048	0.06723	5622	0.09359	6883	0.08087	8427	0.07459
chr2	105000000	106000000	1.2440	8378	0.12480	13520	0.08358	7259	0.14431	8302	0.12971	10007	0.11021
chr2	106000000	107000000	1.1171	8050	0.10250	13486	0.07487	6716	0.10345	8289	0.09876	9535	0.08907
chr2	107000000	108000000	0.6880	7470	0.09385	13254	0.08114	7040	0.09290	8068	0.09616	9263	0.08850
chr2	108000000	109000000	0.7718	7391	0.10178	11772	0.08543	6391	0.05777	7553	0.10908	8828	0.08308
chr2	109000000	110000000	0.6166	5733	0.10042	9998	0.08102	5398	0.10726	6315	0.09803	7392	0.08597
chr2	110000000	111000000	0.9150	4214	0.07022	6875	0.06132	3934	0.08303	4704	0.06761	5139	0.06720
chr2	111000000	112000000	0.7680	7171	0.11227	12813	0.07513	6445	0.11731	7982	0.10016	9050	0.09019
chr2	112000000	113000000	0.9537	6009	0.10959	11152	0.07476	5234	0.09312	7013	0.09378	7888	0.08188
chr2	113000000	114000000	0.8807	7252	0.12947	12970	0.09054	6734	0.12723	8180	0.11791	9158	0.10664
chr2	114000000	115000000	0.8289	6077	0.08732	12130	0.07286	5466	0.09251	6707	0.08244	8415	0.06713
chr2	115000000	116000000	0.6882	6392	0.10306	12185	0.07746	5657	0.12768	7324	0.10076	8447	0.08311
chr2	116000000	117000000	0.4194	7475	0.12368	13724	0.08461	6814	0.12712	8290	0.11943	9860	0.09198
chr2	117000000	118000000	0.5535	8333	0.09011	14687	0.07742	6609	0.09669	8914	0.08863	10098	0.07779
chr2	118000000	119000000	0.7593	6538	0.10148	11843	0.08051	5601	0.10423	7033	0.09779	8777	0.07744
chr2	119000000	120000000	1.3855	6888	0.09352	11701	0.07772	5575	0.09901	6975	0.09519	8788	0.07443
chr2	120000000	121000000	1.5483	7072	0.08898	12999	0.08407	6231	0.09811	7472	0.09008	9487	0.07627
chr2	121000000	122000000	1.5079	7100	0.08563	12741	0.08699	6047	0.12117	7981	0.09475	9422	0.07650
chr2	122000000	123000000	0.9761	7148	0.09848	12484	0.07999	6065	0.10844	7723	0.09194	9208	0.08126
chr2	123000000	124000000	0.7869	7953	0.12315	14076	0.08113	6556	0.13895	8354	0.11878	10606	0.09388
chr2	124000000	125000000	0.5655	6892	0.12544	13247	0.07664	6226	0.10608	7839	0.10305	9579	0.08714
chr2	125000000	126000000	0.6824	6552	0.13447	13140	0.07364	5941	0.06568	7526	0.09939	9773	0.08470
chr2	126000000	127000000	0.7298	7302	0.11977	13626	0.08607	6283	0.09333	7802	0.09035	10110	0.07340
chr2	127000000	128000000	1.0994	6834	0.11237	12648	0.07576	6360	0.10648	7752	0.10559	9654	0.07564
chr2	128000000	129000000	1.1935	7741	0.11100	14203	0.09134	7008	0.11478	8336	0.10734	10405	0.09048
chr2	129000000	130000000	1.1642	7028	0.11646	13783	0.08719	6520	0.13878	8137	0.11609	9976	0.09414
chr2	130000000	131000000	0.9305	7754	0.07243	14911	0.07189	6648	0.08208	8208	0.06922	10483	0.05854
chr2	131000000	132000000	1.0671	8558	0.10430	15314	0.09386	7538	0.11117	9312	0.11137	11510	0.08749
chr2	132000000	133000000	1.3883	7844	0.10489	14310	0.08502	7121	0.12107	8300	0.10853	10931	0.08898
chr2	133000000	134000000	1.5869	6923	0.11627	12867	0.08253	6236	0.12298	7281	0.11170	9356	0.09253
chr2	134000000	135000000	1.0388	6502	0.10217	12676	0.07801	6621	0.11771	7364	0.10198	9043	0.08520
chr2	135000000	136000000	0.7642	4506	0.07557	10575	0.06940	5360	0.09051	6168	0.08787	7748	0.06441
chr2	136000000	137000000	0.6742	6870	0.10838	12495	0.08414	6831	0.11842	7766	0.10975	8950	0.09347
chr2	137000000	138000000	0.9269	7421	0.11403	13709	0.09289	7042	0.12210	8144	0.10893	10060	0.09884
chr2	138000000	139000000	0.8320	5582	0.11302	11768	0.06973	5403	0.10794	6551	0.09919	7975	0.08509
chr2	139000000	140000000	0.7161	7087	0.13168	14021	0.07720	6395	0.12094	7931	0.11134	9591	0.09573
chr2	140000000	141000000	0.7222	7602	0.12261	13447	0.08585	6833	0.12622	8280	0.11266	9818	0.09879
chr2	141000000	142000000	0.7628	7801	0.14064	14120	0.09397	7051	0.13940	8732	0.13667	10717	0.10441
chr2	142000000	143000000	0.9115	6664	0.09463	11635	0.08192	5670	0.11274	7325	0.09471	8978	0.07289
chr2	143000000	144000000	0.8371	5767	0.10645	10765	0.07106	5430	0.11215	6506	0.09810	7577	0.08372
chr2	144000000	145000000	0.7602	4777	0.06548	9075	0.05695	4414	0.05697	5522	0.06062	6261	0.05176
chr2	145000000	146000000	0.5140	6188	0.07968	11355	0.06660	5300	0.08944	6809	0.08087	7919	0.07127
chr2	146000000	147000000	0.4900	5132	0.08844	10415	0.05215	4798	0.09381	6192	0.08119	6693	0.07693
chr2	147000000	148000000	0.5859	5449	0.10108	10687	0.06857	5258	0.11998	6372	0.09361	7151	0.08805
chr2	148000000	149000000	0.7220	6162	0.09167	11147	0.07036	5183	0.10219	6459	0.08951	8097	0.07921
chr2	149000000	150000000	0.9673	6613	0.11602	12034	0.08387	5732	0.12369	7192	0.11242	8819	0.09238
chr2	150000000	151000000	0.8647	6631	0.09930	11681	0.07725	5624	0.11420	7159	0.09071	8551	0.07574
chr2	151000000	152000000	0.7688	6431	0.09942	11497	0.07573	6029	0.12638	7188	0.10044	8778	0.07380
chr2	152000000	153000000	0.5988	6526	0.11898	11832	0.08126	6070	0.10284	7158	0.11069	8837	0.09318
chr2	153000000	154000000	0.8023	6783	0.12902	12008	0.08386	7020	0.11030	7960	0.11827	8906	0.10000
chr2	154000000	155000000	0.7245	6732	0.11241	11077	0.07583	6319	0.09973	7411	0.10626	8223	0.09041
chr2	155000000	156000000	0.6378	6589	0.10602	10546	0.06809	5351	0.11354	6975	0.09616	8029	0.08267
chr2	156000000	157000000	0.6168	5979	0.09618	10087	0.07353	5035	0.10054	6190	0.09045	7368	0.08077
chr2	157000000	158000000	0.8055	5731	0.05709	10318	0.06383	4840	0.07110	6245	0.05198	7464	0.04883
chr2	158000000	159000000	0.8165	8167	0.12082	13265	0.08428	7091	0.10148	8793	0.09249	10292	0.08495
chr2	159000000	160000000	0.6515	6914	0.12315	11108	0.08924	5655	0.14519	6947	0.12374	8074	0.10416
chr2	160000000	161000000	0.4772	6819	0.12651	11686	0.08021	5822	0.14653	7417	0.11943	8845	0.09525
chr2	161000000	162000000	0.6229	5109	0.08457	9759	0.05366	4857	0.08291	5857	0.07538	6795	0.05548
chr2	162000000	163000000	0.7126	5819	0.07659	11227	0.07503	5410	0.11610	6405	0.07423	8271	0.07614
chr2	163000000	164000000	0.8375	6157	0.07350	11401	0.06331	5636	0.10045	6620	0.07206	8233	0.06495
chr2	164000000	165000000	0.6501	6072	0.10516	10996	0.07713	5528	0.08741	6659	0.09345	8200	0.08408
chr2	165000000	166000000	0.5522	6283	0.10182	10795	0.07889	5571	0.12396	6544	0.10068	8267	0.08741
chr2	166000000	167000000	0.7058	7553	0.11370	12867	0.08377	6860	0.13303	7788	0.12096	9330	0.10030
chr2	167000000	168000000	1.0397	7487	0.07893	12985	0.08239	6920	0.10043	8106	0.09356	9864	0.06608
chr2	168000000	169000000	1.3195	7212	0.10887	12521	0.08667	5977	0.14168	7266	0.10912	9518	0.09065
chr2	169000000	170000000	1.6461	7251	0.11704	12594	0.08572	6706	0.12459	8107	0.10647	9939	0.08582
chr2	170000000	171000000	1.3157	7610	0.12159	12635	0.09147	6553	0.14079	8025	0.12347	9706	0.10300
chr2	171000000	172000000	1.3059	6763	0.09952	10932	0.07674	5905	0.09580	6948	0.09661	8587	0.08627
chr2	172000000	173000000	1.3067	7232	0.11357	12323	0.09029	6540	0.11497	7925	0.12269	9653	0.09606
chr2	173000000	174000000	1.5127	7243	0.10123	12064	0.07915	6240	0.11465	7856	0.10068	9451	0.08709
chr2	174000000	175000000	1.2845	5876	0.11580	10555	0.07826	5342	0.08588	6547	0.10099	7800	0.08471
chr2	175000000	176000000	1.0585	6866	0.09687	11537	0.07493	6050	0.11359	6983	0.10575	8689	0.08382
chr2	176000000	177000000	0.8591	6783	0.10557	11911	0.08074	5742	0.06769	7202	0.09816	8807	0.08022
chr2	177000000	178000000	0.7848	6843	0.10338	11807	0.08953	6104	0.10719	7613	0.09261	9259	0.06673
chr2	178000000	179000000	0.6816	5909	0.09211	10118	0.06898	5030	0.10511	6431	0.09745	7825	0.07595
chr2	179000000	180000000	0.7691	7523	0.11323	12320	0.08281	6282	0.10731	7947	0.10986	9423	0.09377
chr2	180000000	181000000	0.8522	7436	0.10745	12097	0.08240	5893	0.12505	7679	0.10915	9311	0.09195
chr2	181000000	182000000	0.6816	6501	0.09985	10736	0.07647	5532	0.11505	6827	0.08394	8698	0.07375
chr2	182000000	183000000	0.7042	6871	0.11049	11781	0.07661	5879	0.11438	7379	0.10289	8740	0.09092
chr2	183000000	184000000	0.6000	7672	0.11212	12952	0.08543	6809	0.10695	8214	0.10264	9555	0.09116
chr2	184000000	185000000	0.4869	6833	0.10701	11528	0.07696	5832	0.09884	6679	0.10440	8830	0.07921
chr2	185000000	186000000	0.2852	6199	0.11761	10508	0.07464	5938	0.11528	7052	0.10067	8261	0.08961
chr2	186000000	187000000	0.2640	6160	0.11368	11021	0.08688	6133	0.10656	7039	0.10570	8526	0.09057
chr2	187000000	188000000	0.2549	6369	0.09248	12201	0.07285	5563	0.09795	6949	0.09304	9014	0.07365
chr2	188000000	189000000	0.3548	6402	0.08784	10898	0.08267	5195	0.07092	6526	0.07454	8407	0.06308
chr2	189000000	190000000	0.4951	5535	0.08614	10932	0.07292	5560	0.07473	6313	0.08154	7643	0.07128
chr2	190000000	191000000	0.9781	5828	0.12234	10589	0.08523	5477	0.13304	6593	0.10605	8038	0.09129
chr2	191000000	192000000	1.1820	6227	0.09488	11361	0.08269	5538	0.10830	6735	0.08711	8410	0.08035
chr2	192000000	193000000	0.9917	5723	0.09918	11212	0.07419	5216	0.11046	6471	0.09020	8127	0.07522
chr2	193000000	194000000	0.5674	5934	0.08378	10664	0.05995	4910	0.10956	6399	0.08115	7869	0.06704
chr2	194000000	195000000	0.3748	6281	0.05116	12060	0.06374	5719	0.06305	7075	0.05991	8996	0.04672
chr2	195000000	196000000	0.5649	6993	0.07797	12504	0.07363	6113	0.11350	7838	0.07996	9378	0.07687
chr2	196000000	197000000	0.5485	5844	0.09168	10786	0.08672	5488	0.07152	7029	0.07915	8326	0.06462
chr2	197000000	198000000	0.7250	5307	0.10242	10953	0.06391	5096	0.09347	6256	0.08373	7955	0.07145
chr2	198000000	199000000	0.5969	5614	0.10414	10683	0.08545	4692	0.08830	6140	0.08113	7956	0.07641
chr2	199000000	200000000	0.6793	4883	0.08409	9707	0.07240	4501	0.10724	5516	0.07627	6809	0.07454
chr2	200000000	201000000	0.6840	5297	0.11004	10248	0.06517	4973	0.11078	6262	0.08942	6715	0.08882
chr2	201000000	202000000	0.6460	5631	0.10057	10803	0.07630	5089	0.09800	6453	0.08642	7288	0.07586
chr2	202000000	203000000	0.5734	5326	0.09776	10714	0.05579	4879	0.07610	6194	0.07626	7303	0.07412
chr2	203000000	204000000	0.6826	5484	0.08574	10614	0.06171	4887	0.09541	6076	0.06816	7110	0.06929
chr2	204000000	205000000	1.2607	6704	0.08368	12101	0.07324	5251	0.10669	7245	0.07588	8643	0.06865
chr2	205000000	206000000	1.3516	6980	0.10400	12068	0.07947	5878	0.10924	7347	0.09093	8978	0.07609
chr2	206000000	207000000	1.2304	6474	0.11125	11365	0.07732	5681	0.11501	6925	0.10108	8348	0.08856
chr2	207000000	208000000	0.7840	6108	0.11218	11108	0.07883	5117	0.11832	6520	0.10628	8188	0.08192
chr2	208000000	209000000	0.6938	7087	0.10501	14270	0.09066	5799	0.11838	8065	0.09363	10450	0.07209
chr2	209000000	210000000	0.5035	6436	0.12365	11679	0.09569	5527	0.12235	7150	0.12467	8484	0.09270
chr2	210000000	211000000	0.8035	6275	0.11366	11150	0.07288	5347	0.11095	6717	0.10512	8094	0.09210
chr2	211000000	212000000	0.9427	7858	0.12099	14346	0.08827	6812	0.12261	8483	0.11407	9996	0.09915
chr2	212000000	213000000	0.8930	7666	0.11118	12857	0.08634	6078	0.07880	7923	0.10722	9506	0.08960
chr2	213000000	214000000	0.6773	6841	0.11398	11623	0.09206	5770	0.09905	6748	0.09623	8773	0.08806
chr2	214000000	215000000	1.0257	6798	0.11490	12394	0.08808	5918	0.13009	6903	0.10673	9239	0.09157
chr2	215000000	216000000	1.5201	7312	0.10757	12733	0.09347	5784	0.11802	7454	0.10768	9480	0.09370
chr2	216000000	217000000	1.9138	6636	0.10410	12290	0.07996	6104	0.11610	7189	0.10345	9104	0.08021
chr2	217000000	218000000	1.6311	6836	0.10520	12964	0.09138	6506	0.10417	7729	0.11573	9684	0.08329
chr2	218000000	219000000	1.7490	5826	0.09633	10957	0.08154	5607	0.08543	6441	0.09178	7899	0.07707
chr2	219000000	220000000	1.6399	6638	0.11085	12117	0.08577	6010	0.11470	7052	0.10756	8947	0.08861
chr2	220000000	221000000	1.8206	6849	0.12278	12485	0.08626	6456	0.12246	7400	0.11330	9108	0.09752
chr2	221000000	222000000	1.5588	6424	0.10903	12124	0.08167	5749	0.11807	7132	0.10300	8760	0.08826
chr2	222000000	223000000	1.3714	6702	0.11139	11811	0.07348	5995	0.09912	6970	0.10076	8828	0.08631
chr2	223000000	224000000	1.1454	7213	0.11683	12805	0.09156	6778	0.12597	7985	0.10612	9778	0.08979
chr2	224000000	225000000	0.9637	6885	0.11241	12000	0.08737	6022	0.13521	7165	0.11369	8631	0.09403
chr2	225000000	226000000	0.9634	6336	0.11610	12107	0.08491	5436	0.12949	6479	0.11592	8714	0.08623
chr2	226000000	227000000	1.6053	6486	0.10416	11577	0.08200	5315	0.11641	6966	0.10102	8633	0.08323
chr2	227000000	228000000	1.5358	8383	0.13427	13893	0.10539	7426	0.13855	8743	0.12475	10432	0.11089
chr2	228000000	229000000	1.7488	6767	0.12400	13321	0.08082	6228	0.11881	8046	0.09559	9221	0.08977
chr2	229000000	230000000	1.4510	6734	0.11425	12588	0.07958	6193	0.11094	7647	0.10384	9189	0.08696
